Campaña,ENSO,Región,Departamento/Partido,Localidad,Zona,Cultivo,Subgrupo,1°/2°,Superficie Sembrada,Superficie Cosechada,Destino,Rendimiento,Antecesor,Genética,Ciclo_OK,Fecha de siembra (dd/mm/aaaa),Agua al inicio,Riego,Sistema de riego,Lámina de riego,Precipitaciones ciclo (sept-abril),Fertilización
2020-21,NIÑA,COR,TULUMBA,LAS ARRIAS,5,SOJA,OGM,1°,67.0,67.0,GRANO,3151.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-30,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAPILLA DE SITÓN,5,SOJA,OGM,1°,67.0,67.0,GRANO,4483.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2018-11-30,,NO,,,576.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,5,SOJA,OGM,1°,67.0,67.0,GRANO,1500.0,MAÍZ DE 1° TEMPRANO,NS 5419 IPRO,5 CORTO,2017-12-20,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,4,SOJA,OGM,1°,67.0,67.0,GRANO,3170.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-05,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SANTA.MARIA,LOZADA,2,SOJA,OGM,1°,67.0,67.0,GRANO,4000.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2020-11-20,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,67.0,67.0,GRANO,4400.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2024-11-20,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TERCERO.ARRIBA,JAMES CRAIK,2,SOJA,OGM,1°,68.0,67.0,GRANO,3900.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2018-11-18,,NO,,,890.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,67.0,67.0,GRANO,3868.417127,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2019-11-30,,NO,,,493.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,1°,67.0,67.0,GRANO,4430.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2018-12-01,,NO,,,565.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,67.0,67.0,GRANO,2100.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2017-11-15,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,SACANTA,1,SOJA,OGM,1°,67.0,67.0,GRANO,1051.0,MAÍZ DE 2°,DM 50I17 IPRO STS,5 CORTO,2022-12-03,,NO,,,507.0,CON FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,EL ALCALDE,5,SOJA,OGM,1°,67.0,67.0,GRANO,2872.923077,MAÍZ DE 2°,DM 6.2 I,6 CORTO,2015-12-28,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,67.0,67.0,GRANO,3119.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2020-12-06,,NO,,,507.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,67.0,67.0,GRANO,4061.0,MAÍZ DE 2°,DM 5.9 I,5 LARGO,2018-11-19,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,CAPILLA DE SITÓN,5,SOJA,OGM,1°,67.0,67.0,GRANO,3546.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2025-12-05,,NO,,,652.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,SANTA CATALINA,5,SOJA,OGM,2°,67.0,67.0,GRANO,2800.0,TRIGO,DM 5958 IPRO,5 LARGO,2016-01-06,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,67.0,67.0,GRANO,1390.0,TRIGO,AW 5815 IPRO,5 LARGO,2019-11-28,,NO,,,523.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,2°,67.0,67.0,GRANO,2467.0,TRIGO,HO 59136 IPRO,5 LARGO,2021-12-27,,SI,ASPERSIÓN PIVOT CENTRAL,145.0,560.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,PIQUILLÍN,1,SOJA,OGM,2°,67.0,67.0,GRANO,2650.0,TRIGO,NS 4611 STS,4 LARGO,2017-12-13,,SI,ASPERSIÓN PIVOT CENTRAL,250.0,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,68.0,68.0,GRANO,3360.0,CULTIVO DE SERVICIO,DM 50I17 IPRO STS,5 CORTO,2023-11-25,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,68.0,68.0,GRANO,3374.0,CULTIVO DE SERVICIO,DM 50I17 IPRO STS,5 CORTO,2021-01-08,,NO,,,508.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,68.0,68.0,GRANO,4095.0,GARBANZO,DM 60I62 IPRO,6 CORTO,2025-12-27,332.0,SI,ASPERSIÓN PIVOT CENTRAL,70.0,845.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,68.0,68.0,GRANO,4020.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2025-11-18,,NO,,,,CON FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,68.0,68.0,GRANO,3390.0,MAÍZ DE 1° TARDIO,DM 46I20 IPRO STS,4 LARGO,2023-12-03,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,68.0,68.0,GRANO,2500.0,MAÍZ DE 1° TARDIO,DM 49R19 STS,4 LARGO,2021-11-30,,NO,,,485.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,OBISPO TREJO,5,SOJA,OGM,1°,68.0,68.0,GRANO,2265.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-12-05,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,68.0,68.0,GRANO,4000.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-11-13,,NO,,,,SIN FERTILIZACIÓN
