Campaña,ENSO,Región,Departamento/Partido,Localidad,Zona,Cultivo,Subgrupo,1°/2°,Superficie Sembrada,Superficie Cosechada,Destino,Rendimiento,Antecesor,Genética,Ciclo_OK,Fecha de siembra (dd/mm/aaaa),Agua al inicio,Riego,Sistema de riego,Lámina de riego,Precipitaciones ciclo (sept-abril),Fertilización
2019-20,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,30.0,30.0,GRANO,4200.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2019-11-16,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TULUMBA,VILLA TULUMBA,3,SOJA,OGM,1°,30.0,30.0,GRANO,3700.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2019-11-04,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,30.0,30.0,GRANO,2400.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-12,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,30.0,30.0,GRANO,4000.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2018-11-13,,NO,,,605.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,30.0,30.0,GRANO,2924.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2019-11-15,,NO,,,703.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,COLON,GENERAL PAZ,3,SOJA,OGM,1°,30.0,30.0,GRANO,3820.0,MAÍZ DE 1° TEMPRANO,SY 5X1 RR,5 CORTO,2018-11-12,,NO,,,1073.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,PILAR,2,SOJA,OGM,1°,30.0,30.0,GRANO,4700.0,MAÍZ DE 1° TEMPRANO,DM 4615 STS,4 LARGO,2018-11-15,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,30.0,30.0,GRANO,4300.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2019-11-16,,NO,,,654.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,30.0,30.0,GRANO,4100.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2019-11-17,,NO,,,654.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,IMPIRA,2,SOJA,OGM,1°,30.0,30.0,GRANO,4400.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2018-11-16,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,ALICIA,2,SOJA,OGM,1°,30.0,30.0,GRANO,3410.0,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2018-12-07,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,SAN.JUSTO,EL ARAÑADO,2,SOJA,OGM,1°,30.0,30.0,GRANO,4100.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2016-11-23,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.SEGUNDO,LUQUE,2,SOJA,OGM,1°,30.0,30.0,GRANO,3400.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2015-11-20,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,5200.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2016-11-20,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,1125.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2017-12-12,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,1030.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2017-12-12,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,30.0,30.0,GRANO,680.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2017-12-07,180.0,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,30.0,30.0,GRANO,4197.0,MAÍZ DE 1° TEMPRANO,CZ 4.97,4 LARGO,2019-11-27,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SEGUNDO,OTRO,1,SOJA,OGM,1°,30.0,30.0,GRANO,2581.83,MAÍZ DE 1° TEMPRANO,DM 40I21 IPRO STS,4 CORTO,2024-11-21,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,COLON,COLONIA TIROLESA,1,SOJA,OGM,1°,30.0,30.0,GRANO,3320.0,MAÍZ DE 1° TEMPRANO,DM 46I20 IPRO STS,4 LARGO,2023-12-09,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,30.0,30.0,GRANO,4162.0,MAÍZ DE 1° TEMPRANO,DM 46R18 STS,4 LARGO,2019-11-08,,NO,,,804.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,30.0,30.0,GRANO,3401.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2020-12-08,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,ATAHONA,1,SOJA,OGM,1°,30.0,30.0,GRANO,4300.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2019-12-04,180.0,NO,,,658.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,30.0,30.0,GRANO,4596.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2016-11-10,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,30.0,30.0,GRANO,1100.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2022-11-25,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,4350.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2020-12-06,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,4700.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2020-12-09,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SANTA.MARIA,TOLEDO,1,SOJA,OGM,1°,30.0,30.0,GRANO,3800.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2020-12-07,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,1300.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2017-12-07,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,3772.0,MAÍZ DE 1° TEMPRANO,DM 6.2 I,6 CORTO,2015-12-07,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,3768.0,MAÍZ DE 1° TEMPRANO,DM 6.2 I,6 CORTO,2015-12-13,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,3299.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2019-11-28,,NO,,,346.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,2552.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2019-11-19,,NO,,,346.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,30.0,30.0,GRANO,3700.0,MAÍZ DE 1° TEMPRANO,NS 5419 IPRO,5 CORTO,2020-11-16,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,30.0,30.0,GRANO,2500.0,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2020-12-19,,NO,,,408.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,3800.0,MAÍZ DE 1° TEMPRANO,SP 4X99,4 LARGO,2015-11-24,,NO,,,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,30.0,30.0,GRANO,3130.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2013-12-03,,SI,S/D,5.0,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,ISCHILIN,AVELLANEDA,2,SOJA,OGM,1°,30.0,30.0,GRANO,3070.0,MAÍZ DE 2°,DM 52R19,5 CORTO,2020-11-28,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,1°,30.0,30.0,GRANO,4410.0,MAÍZ DE 2°,DM 55R20 STS,5 CORTO,2020-12-07,110.0,NO,,,,CON FERTILIZACIÓN
2016-17,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,30.0,30.0,GRANO,3668.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2016-11-26,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,30.0,30.0,GRANO,4200.0,MAÍZ DE 2°,DM 60I62 IPRO,6 CORTO,2024-11-22,,NO,,,624.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,4,SOJA,OGM,1°,30.0,30.0,GRANO,4300.0,MAÍZ DE 2°,SY 5X1 RR,5 CORTO,2018-11-22,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,30.0,30.0,GRANO,3016.0,MAÍZ DE 2°,DM 49R19 STS,4 LARGO,2021-12-17,,NO,,,638.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,30.0,30.0,GRANO,4915.0,MAÍZ DE 2°,NS 4619 IPRO STS,4 LARGO,2017-01-12,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,30.0,30.0,GRANO,4670.0,MAÍZ DE 2°,OTRO,S/D,2018-12-10,,NO,,,852.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,CALCHÍN,2,SOJA,OGM,1°,30.0,30.0,GRANO,5000.0,MAÍZ DE 2°,DM 4615 STS,4 LARGO,2018-11-04,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,CALCHÍN,2,SOJA,OGM,1°,30.0,30.0,GRANO,4000.0,MAÍZ DE 2°,DM 4615 STS,4 LARGO,2018-11-03,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,30.0,30.0,GRANO,1050.0,MAÍZ DE 2°,DM 5958 IPRO,5 LARGO,2017-12-20,,NO,,,467.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,30.0,30.0,GRANO,4600.0,MAÍZ DE 2°,DM 60I62 IPRO,6 CORTO,2018-11-18,,NO,,,879.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,4720.0,MAÍZ DE 2°,DM 50I17 IPRO STS,5 CORTO,2018-12-06,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CANDELARIA SUR,1,SOJA,OGM,1°,30.0,30.0,GRANO,3625.0,MAÍZ DE 2°,LDC 5.3,5 CORTO,2018-11-08,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,4400.0,MAÍZ DE 2°,NS 5019 IPRO STS,5 CORTO,2018-12-05,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,30.0,30.0,GRANO,2900.0,MAÍZ DE 2°,DM 53I53 IPRO,5 CORTO,2022-12-20,172.0,SI,ASPERSIÓN PIVOT CENTRAL,319.0,317.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,LA QUINTA,4,SOJA,OGM,1°,30.0,30.0,GRANO,2500.0,MAÍZ SILO,DM 5958 IPRO,5 LARGO,2022-12-15,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,ALICIA,2,SOJA,OGM,1°,30.0,30.0,GRANO,1725.0,MAÍZ SILO,DM 60I62 IPRO,6 CORTO,2023-10-07,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,EL TÍO,4,SOJA,OGM,1°,30.0,30.0,GRANO,2800.0,SOJA DE 1°,DM 60I62 IPRO,6 CORTO,2020-11-11,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,SATURNINO MARÍA LASPIUR,2,SOJA,OGM,1°,30.0,30.0,GRANO,3475.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2021-11-30,,NO,,,558.0,CON FERTILIZACIÓN
2017-18,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,30.0,30.0,GRANO,3129.0,SOJA DE 1°,DM 4915 IPRO,4 LARGO,2017-11-25,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,TULUMBA,VILLA TULUMBA,5,SOJA,OGM,1°,30.0,30.0,GRANO,2050.0,SOJA DE 1°,DM 52E21 STS,5 CORTO,2023-11-28,,NO,,,766.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TULUMBA,VILLA TULUMBA,5,SOJA,OGM,1°,30.0,30.0,GRANO,2670.0,SOJA DE 1°,DM 52E21 STS,5 CORTO,2024-11-20,,NO,,,811.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,EL TÍO,4,SOJA,OGM,1°,30.0,30.0,GRANO,595.172414,SOJA DE 1°,OTRO,S/D,2022-12-27,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,30.0,30.0,GRANO,3330.0,SOJA DE 1°,A 5009 RG,5 CORTO,2015-11-20,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,30.0,30.0,GRANO,3778.0,SOJA DE 1°,CZ 5407 IPRO,5 CORTO,2019-12-06,,NO,,,748.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SEGUNDO,PILAR,2,SOJA,OGM,1°,30.0,30.0,GRANO,4160.0,SOJA DE 1°,DM 46I20 IPRO STS,4 LARGO,2024-12-04,,NO,,,729.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,2908.0,SOJA DE 1°,A 4613 RG,4 CORTO,2015-12-08,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,ISCHILIN,AVELLANEDA,1,SOJA,OGM,1°,30.0,30.0,GRANO,2970.0,SOJA DE 1°,DM 46R18 STS,4 LARGO,2018-11-14,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,30.0,30.0,GRANO,4730.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2018-12-05,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,ATAHONA,1,SOJA,OGM,1°,30.0,30.0,GRANO,3800.0,SOJA DE 1°,LDC 5.3,5 CORTO,2018-12-05,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,3312.466667,SOJA DE 1°,LDC 5.3,5 CORTO,2025-12-18,,NO,,,773.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.0,30.0,GRANO,2753.0,SOJA DE 1°,LDC 5.3,5 CORTO,2025-12-14,,NO,,,773.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,SANTA.MARIA,OTRO,1,SOJA,OGM,1°,30.0,30.0,GRANO,3800.0,SOJA DE 2°,DM 49R19 STS,4 LARGO,2025-12-04,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,SANTA.MARIA,OTRO,1,SOJA,OGM,1°,30.0,30.0,GRANO,3300.0,SOJA DE 2°,DM 49R19 STS,4 LARGO,2025-12-02,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,OTRO,1,SOJA,OGM,1°,30.0,30.0,GRANO,3800.0,SOJA DE 2°,DM 60K60,6 CORTO,2025-12-19,,NO,,,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,30.0,30.0,GRANO,3210.0,SORGO,A 5009 RG,5 CORTO,2013-12-11,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,30.0,30.0,GRANO,970.0,SORGO,DM 53I53 IPRO,5 CORTO,2022-12-12,,NO,,,528.0,CON FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,DIEGO DE ROJAS,1,SOJA,NO OGM,1°,30.0,30.0,GRANO,3600.0,SORGO,ALIM 5.09,5 CORTO,2021-12-07,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,TERCERO.ARRIBA,JAMES CRAIK,2,SOJA,OGM,1°,30.0,30.0,GRANO,2500.0,SORGO,DM 52E21 STS,5 CORTO,2021-11-20,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,LA PARA,4,SOJA,OGM,2°,30.0,30.0,GRANO,3757.0,TRIGO,DM 60I62 IPRO,6 CORTO,2024-12-14,,NO,,,536.0,CON FERTILIZACIÓN
2017-18,NIÑA,COR,SAN.JUSTO,VILLA DEL TRÁNSITO,4,SOJA,OGM,2°,30.0,30.0,GRANO,1000.0,TRIGO,DM 62R63 STS,6 CORTO,2017-12-19,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,2°,30.0,30.0,GRANO,3312.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2020-11-25,,NO,,,669.0,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,2°,30.0,30.0,GRANO,4026.0,TRIGO,DM 5958 IPRO,5 LARGO,2019-12-13,,NO,,,656.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,2°,30.0,30.0,GRANO,3670.0,TRIGO,DM 5958 IPRO,5 LARGO,2019-12-14,,NO,,,656.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,2°,30.0,30.0,GRANO,2830.0,TRIGO,LDC 5.9 STS,5 LARGO,2018-12-26,,NO,,,571.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,30.0,30.0,GRANO,771.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2022-11-20,,NO,,,505.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,2,SOJA,OGM,2°,30.0,30.0,GRANO,3300.0,TRIGO,LDC 5.3,5 CORTO,2019-12-03,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,ALICIA,2,SOJA,OGM,2°,30.0,30.0,GRANO,1580.0,TRIGO,LDC 5.3,5 CORTO,2019-12-03,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,2°,30.0,30.0,GRANO,4443.0,TRIGO,LDC 5.3,5 CORTO,2018-12-05,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,30.0,30.0,GRANO,3662.0,TRIGO,A 5009 RG,5 CORTO,2015-12-16,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,CAPILLA DE DOLORES,1,SOJA,OGM,2°,30.0,30.0,GRANO,2480.0,TRIGO,DM 4915 IPRO,4 LARGO,2016-12-30,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,2°,30.0,30.0,GRANO,2780.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2021-11-24,,NO,,,650.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,2°,30.0,30.0,GRANO,2100.0,TRIGO,DM 5351,5 CORTO,2020-12-19,,NO,,,383.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,2°,30.0,30.0,GRANO,4600.0,TRIGO,DM 53I53 IPRO,5 CORTO,2018-11-20,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,2°,30.0,30.0,GRANO,3800.0,TRIGO,LDC 5.3,5 CORTO,2018-11-14,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,EL TÍO,4,SOJA,OGM,1°,30.0,30.0,GRANO,2990.0,VERDEO DE INVIERNO,DM 53I53 IPRO,5 CORTO,2021-12-19,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,EL TÍO,4,SOJA,OGM,1°,30.0,30.0,GRANO,3588.0,VERDEO DE INVIERNO,60MS01 STS,6 CORTO,2020-12-28,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,CAPILLA DE SITÓN,5,SOJA,OGM,1°,300.0,300.0,GRANO,2574.91,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2021-12-15,,NO,,,273.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,EL TÍO,2,SOJA,OGM,1°,300.0,300.0,GRANO,1262.475,MAÍZ DE 1° TARDIO,53MS01 IPRO,5 CORTO,2022-11-23,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,OTRO,1,SOJA,OGM,1°,300.0,300.0,GRANO,4000.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-28,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,COLON,GENERAL PAZ,3,SOJA,OGM,1°,300.0,300.0,GRANO,3200.3,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2020-11-12,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,COLON,GENERAL PAZ,2,SOJA,OGM,1°,300.0,300.0,GRANO,3700.0,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2019-11-15,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,300.0,300.0,GRANO,2800.0,MAÍZ DE 1° TEMPRANO,DM 5351,5 CORTO,2022-01-05,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,1°,301.0,301.0,GRANO,4635.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2025-12-19,,NO,,,821.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,304.0,304.0,GRANO,1693.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2022-11-16,110.0,NO,,,423.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,CHALACEA,1,SOJA,OGM,1°,307.0,307.0,GRANO,4360.0,SOJA DE 1°,DM 5.9 I,5 LARGO,2015-12-16,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,308.0,308.0,GRANO,3660.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-11-25,,NO,,,519.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,309.0,309.0,GRANO,4181.0,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2019-11-29,,NO,,,597.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,2°,31.0,31.0,GRANO,3800.0,CENTENO,48MS01 E,4 LARGO,2024-12-16,,SI,ASPERSIÓN PIVOT CENTRAL,150.0,693.0,CON FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,31.0,31.0,GRANO,1922.0,MAÍZ DE 1° TARDIO,NK 52X21 STS,5 CORTO,2023-12-02,,NO,,,536.0,CON FERTILIZACIÓN
